id,phrase,source,ragil,is_verified,visibility_tier,category,vip_source,has_notes,corpus_role,rule_applied,confidence,cluster_id
"04362512-5928-4e0d-b41e-c1b9c3ee0b46","יום הכניסה","promoted:raw_docx_v2",206,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04391764-e231-49c1-b5e1-4a7bde5f57a9","חוזר בתשובה","promoted:raw_docx_v2",936,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0440c362-b466-43ce-b24a-8f5c216035ee","לסטים מזוין","promoted:raw_docx_v2",262,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0460a15c-7d8e-43a7-871c-9227859fbea5","יום טוב שחל בשבת","promoted:raw_docx_v2",1115,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_multiword_dictionary_phrase","high",""
"046f1e2a-c9f3-4aa2-ba78-3d9340912a7e","פסטוק","promoted:raw_docx_v2",255,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0475b1e1-7a48-4d15-884a-db1e0f6c68bb","יום חול","promoted:raw_docx_v2",100,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0481b39c-4551-4106-9285-4ce3bbcd4188","אלהי יצחק","promoted:raw_docx_v2",254,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0484e50d-0e26-41a8-97d7-d3fcda26233f","נינוה","promoted:raw_docx_v2",121,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04853e8a-9c8c-41ff-b91a-3d6c7b263ea1","איש ואשה","promoted:raw_docx_v2",623,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"048bd627-70aa-428e-b0c8-21dad93627f8","מטרה","promoted:raw_docx_v2",254,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"048f6839-2eb3-48d4-8a9c-853908df7d4b","גדי עזים","promoted:raw_docx_v2",144,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04aef6e1-43ff-47b6-830d-edf089bd2e1d","מעמד שלשתן","promoted:raw_docx",1234,true,3,"מספר-אם 1234","",true,"research_package","mother_number_convergence_cluster","high","מספר-אם 1234"
"04b7768d-84ec-46c7-b831-b30aa088d9b9","חדר","promoted:raw_docx_v2",212,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04b88f3c-d014-4a8f-8cd3-98a06bc58dbb","פריון","promoted:raw_docx_v2",346,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
